sku,store,attribute_set,type,category,root_category,product_websites,brewing,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,ebizmarts_mark_visited,enable_googlecheckout,food_pairing,gallery,gift_message_available,has_options,image,image_label,ingredients,is_imported,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,nice_flowery_sentence,options_container,origins,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tasting_notes,tax_class_id,tea_liquor,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,links_related_sku,links_related_position,links_crosssell_sku,links_crosssell_position,links_upsell_sku,links_upsell_position,associated_sku,associated_default_qty,associated_position,tier_price_website,tier_price_customer_group,tier_price_qty,tier_price_price,group_price_website,group_price_customer_group,group_price_price,media_attribute_id,media_image,media_lable,media_position,media_is_disabled
GOUR0019-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,,1,"Cheesecake, cr���me brulee, white chocolate, egg tofu, dough fritters",,,0,,,Sencha with the aroma of Javanese vanilla beans.,,,,,,,,,Use config,Use config,French Vanilla Sencha (100 gr),,,Mellowing the bitterness of sencha with velvety vanilla. Simple yet delectable.,Block after Info Column,Japan,,18,0,,,,,,,1,"Toasty top notes that are mildly vegetal, with a short and light vanilla finish. Bitter and slightly astringent. ",2,Yellow with a tinge of green,,,28/01/2014 04:30:00,french-vanilla-sencha,french-vanilla-sencha-2104.html,1,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0004,,ART0004,,,,,,,,,,,,88,,,1,0
GOUR0019-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,,1,"Cheesecake, cr���me brulee, white chocolate, egg tofu, dough fritters",,,0,,,Sencha with the aroma of Javanese vanilla beans.,,,,,,,,,Use config,Use config,French Vanilla Sencha (50 gr),,,Mellowing the bitterness of sencha with velvety vanilla. Simple yet delectable.,Block after Info Column,Japan,,9,0,,,,,,,1,"Toasty top notes that are mildly vegetal, with a short and light vanilla finish. Bitter and slightly astringent. ",2,Yellow with a tinge of green,,,28/01/2014 02:30:00,french-vanilla-sencha,french-vanilla-sencha-2110.html,1,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,0,1,0,0,,,ART0004,,ART0004,,,,,,,,,,,,88,,,1,0
GOUR0019,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,No,1,"Cheesecake, cr���me brulee, white chocolate, egg tofu, dough fritters",,,0,,,Sencha with the aroma of Javanese vanilla beans.,,,,,,,,,,,French Vanilla Sencha Green Tea,,,Mellowing the bitterness of sencha with velvety vanilla. Simple yet delectable.,Block after Info Column,Japan,,,0,,,,,,,1,"Toasty top notes that are mildly vegetal, with a short and light vanilla finish. Bitter and slightly astringent. ",,Yellow with a tinge of green,,,08/01/2015 03:21:00,french-vanilla-sencha,french-vanilla-sencha-2111.html,4,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0004,0,ART0004,0,GOUR0019-02,0,2,,,,,,,,88,,,1,0
GOUR0020-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,No,1,"Tempura, soba, Japanese rice biscuits, sushi",,,0,,,"Japanese Sencha from young tender green tea leaves with roasted rice grains. 
",,,,,,,,,Use config,Use config,Genmaicha (10 gr),,,"Formerly considered a poor man's tea in Japan, this refreshing brew is now enjoyed by many for its hearty character. Naturally low in caffeine. ",Block after Info Column,Japan,,5,0,,,,,,,2,Light bodied tea with nutty notes and a toasted sesame flavour.,2,Yellow with a tinge of green,,,08/01/2015 03:24:00,genmaicha,genmaicha.html,1,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GC0006,,GC0006,,,,,,,,,,,,88,,,1,0
GOUR0020-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,,1,"Tempura, soba, Japanese rice biscuits, sushi",,,0,,,"Japanese Sencha from young tender green tea leaves with roasted rice grains. 
",,,,,,,,,Use config,Use config,Genmaicha (100 gr),,,"Formerly considered a poor man's tea in Japan, this refreshing brew is now enjoyed by many for its hearty character. Naturally low in caffeine. ",Block after Info Column,Japan,,14,0,,,,,,,1,Light bodied tea with nutty notes and a toasted sesame flavour.,2,Yellow with a tinge of green,,,28/01/2014 04:31:00,genmaicha,genmaicha-2112.html,1,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,0,1,0,0,,,GC0006,,GC0006,,,,,,,,,,,,88,,,1,0
GOUR0020-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,,1,"Tempura, soba, Japanese rice biscuits, sushi",,,0,,,"Japanese Sencha from young tender green tea leaves with roasted rice grains. 
",,,,,,,,,Use config,Use config,Genmaicha (50 gr),,,"Formerly considered a poor man's tea in Japan, this refreshing brew is now enjoyed by many for its hearty character. Naturally low in caffeine. ",Block after Info Column,Japan,,7,0,,,,,,,1,Light bodied tea with nutty notes and a toasted sesame flavour.,2,Yellow with a tinge of green,,,28/01/2014 02:30:00,genmaicha,genmaicha-2106.html,1,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,0,1,0,0,,,GC0006,,GC0006,,,,,,,,,,,,88,,,1,0
GOUR0020,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,No,1,"Tempura, soba, Japanese rice biscuits, sushi",,,0,,,"Japanese Sencha from young tender green tea leaves with roasted rice grains. 
",,,,,,,,,,,Genmaicha Green Tea,,,"Formerly considered a poor man's tea in Japan, this refreshing brew is now enjoyed by many for its hearty character. Naturally low in caffeine. ",Block after Info Column,Japan,,,0,,,,,,,1,Light bodied tea with nutty notes and a toasted sesame flavour.,,Yellow with a tinge of green,,,08/01/2015 03:24:00,genmaicha,genmaicha-2113.html,4,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GC0006,0,GC0006,0,GOUR0020-02,0,2,,,,,,,,88,,,1,0
GOUR0021-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,,1,"Steamed seafood, brie and camembert cheese, poached fruit in wine.",,,0,,,Coiled leaf buds of green with white streaks.,,,,,,,,,Use config,Use config,Jasmine Silver Clouds (10 gr),,,Immaculate coils of leaf tips unfurling in a cup to release a celestial scent.,Block after Info Column,China,,5,0,,,,,,,1,"Well-rounded yet light-bodied tea. Top notes of jasmine give way to toasty biscuit mid notes, ending with a lingering floral aroma. ",2,Straw yellow,,,25/07/2013 10:20:00,jasmine-silver-clouds,jasmine-silver-clouds.html,1,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,0,1,0,0,,,ART0003,,ART0003,,,,,,,,,,,,88,,,1,0
GOUR0021-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,,1,"Steamed seafood, brie and camembert cheese, poached fruit in wine.",,,0,,,Coiled leaf buds of green with white streaks.,,,,,,,,,Use config,Use config,Jasmine Silver Clouds (100 gr),,,Immaculate coils of leaf tips unfurling in a cup to release a celestial scent.,Block after Info Column,China,,25,0,,,,13/01/2014 00:00:00,20.5,19/01/2014 00:00:00,1,"Well-rounded yet light-bodied tea. Top notes of jasmine give way to toasty biscuit mid notes, ending with a lingering floral aroma. ",2,Straw yellow,,,14/01/2014 06:49:00,jasmine-silver-clouds,jasmine-silver-clouds-2138.html,1,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0003,,ART0003,,,,,,,,,,,,88,,,1,0
GOUR0021-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,,1,"Steamed seafood, brie and camembert cheese, poached fruit in wine.",,,0,,,Coiled leaf buds of green with white streaks.,,,,,,,,,Use config,Use config,Jasmine Silver Clouds (50 gr),,,Immaculate coils of leaf tips unfurling in a cup to release a celestial scent.,Block after Info Column,China,,12.5,0,,,,,,,1,"Well-rounded yet light-bodied tea. Top notes of jasmine give way to toasty biscuit mid notes, ending with a lingering floral aroma. ",2,Straw yellow,,,28/01/2014 02:30:00,jasmine-silver-clouds,jasmine-silver-clouds-2139.html,1,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0003,,ART0003,,,,,,,,,,,,88,,,1,0
GOUR0021,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,No,1,"Steamed seafood, brie and camembert cheese, poached fruit in wine.",,,0,,,Coiled leaf buds of green with white streaks.,,,,,,,,,,,Jasmine Silver Clouds Green Tea,,,Immaculate coils of leaf tips unfurling in a cup to release a celestial scent.,Block after Info Column,China,,,0,,,,,,,1,"Well-rounded yet light-bodied tea. Top notes of jasmine give way to toasty biscuit mid notes, ending with a lingering floral aroma. ",,Straw yellow,,,08/01/2015 03:18:00,jasmine-silver-clouds,jasmine-silver-clouds-2140.html,4,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,1,0,1,0,0,,,ART0003,0,ART0003,0,GOUR0021-02,0,2,,,,,,,,88,,,1,0
GOUR0022-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,No,1,"Goat's cheese, chicken, smoked ham, cream puffs",,,0,,,Jade needle tea blended with strawberries.,,,,,,,,,Use config,Use config,Lollipop (10 gr),,,Enjoy the juiciness of a childhood favourite all in a delightful cup of tea.,Block after Info Column,China,,5,0,,,,,,,2,"Light bodied tea with floral,fruity notes of strawberry, slightly tangy on the palate. Sweet aftertaste",2,Light gold,,,08/01/2015 03:16:00,lollipop,lollipop.html,1,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0008,,GOUR0008,,,,,,,,,,,,88,,,1,0
GOUR0022-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,,1,"Goat's cheese, chicken, smoked ham, cream puffs",,,0,,,Jade needle tea blended with strawberries.,,,,,,,,,Use config,Use config,Lollipop (100 gr),,,Enjoy the juiciness of a childhood favourite all in a delightful cup of tea.,Block after Info Column,China,,18,0,,,,,,,1,"Light bodied tea with floral,fruity notes of strawberry, slightly tangy on the palate. Sweet aftertaste",2,Light gold,,,28/01/2014 04:35:00,lollipop,lollipop-2139.html,1,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0008,,GOUR0008,,,,,,,,,,,,88,,,1,0
GOUR0022-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,,1,"Goat's cheese, chicken, smoked ham, cream puffs",,,0,,,Jade needle tea blended with strawberries.,,,,,,,,,Use config,Use config,Lollipop (50 gr),,,Enjoy the juiciness of a childhood favourite all in a delightful cup of tea.,Block after Info Column,China,,9,0,,,,,,,1,"Light bodied tea with floral,fruity notes of strawberry, slightly tangy on the palate. Sweet aftertaste",2,Light gold,,,28/01/2014 02:30:00,lollipop,lollipop-2140.html,1,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0008,,GOUR0008,,,,,,,,,,,,88,,,1,0
GOUR0022,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,No,1,"Goat's cheese, chicken, smoked ham, cream puffs",,,0,,,Jade needle tea blended with strawberries.,,,,,,,,,,,Lollipop Green Tea,,,Enjoy the juiciness of a childhood favourite all in a delightful cup of tea.,Block after Info Column,China,,,0,,,,,,,1,"Light bodied tea with floral,fruity notes of strawberry, slightly tangy on the palate. Sweet aftertaste",,Light gold,,,08/01/2015 03:16:00,lollipop,lollipop-2141.html,4,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,1,0,1,0,0,,,GOUR0014,0,GOUR0014,0,GOUR0022-02,0,2,,,,,,,,88,,,1,0
GOUR0023-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,No,1,"Dark chocolate, mandarin oranges, cheddar cheese, creamy cupcakes",,,0,,,"Green tea with violets, cornflowers and blueberries.",,,,,,,,,Use config,Use config,Magic Dragon (10 gr),,,"A whirling fantasy of flavours uniting in an exquisite brew, delivering unimaginable delight.",Block after Info Column,Mixed Origins,,5,0,,,,,,,2,Medium bodied tea. A slightly malty body with peely notes of citrus and the dainty scent of orchids.,2,Light gold,,,08/01/2015 02:55:00,magic-dragon,magic-dragon.html,1,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0010,,GOUR0010,,,,,,,,,,,,88,,,1,0
GOUR0023-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,,1,"Dark chocolate, mandarin oranges, cheddar cheese, creamy cupcakes",,,0,,,"Green tea with violets, cornflowers and blueberries.",,,,,,,,,Use config,Use config,Magic Dragon (100 gr),,,"A whirling fantasy of flavours uniting in an exquisite brew, delivering unimaginable delight.",Block after Info Column,Mixed Origins,,18,0,,,,,,,1,Medium bodied tea. A slightly malty body with peely notes of citrus and the dainty scent of orchids.,2,Light gold,,,28/01/2014 04:37:00,magic-dragon,magic-dragon-2171.html,1,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0010,,GOUR0010,,,,,,,,,,,,88,,,1,0
GOUR0023-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,,1,"Dark chocolate, mandarin oranges, cheddar cheese, creamy cupcakes",,,0,,,"Green tea with violets, cornflowers and blueberries.",,,,,,,,,Use config,Use config,Magic Dragon (50 gr),,,"A whirling fantasy of flavours uniting in an exquisite brew, delivering unimaginable delight.",Block after Info Column,Mixed Origins,,9,0,,,,,,,1,Medium bodied tea. A slightly malty body with peely notes of citrus and the dainty scent of orchids.,2,Light gold,,,28/01/2014 02:30:00,magic-dragon,magic-dragon-2172.html,1,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,0,1,0,0,,,GOUR0010,,GOUR0010,,,,,,,,,,,,88,,,1,0
GOUR0023,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,No,1,"Dark chocolate, mandarin oranges, cheddar cheese, creamy cupcakes",,,0,,,"Green tea with violets, cornflowers and blueberries.",,,,,,,,,,,Magic Dragon Green Tea,,,"A whirling fantasy of flavours uniting in an exquisite brew, delivering unimaginable delight.",Block after Info Column,Mixed Origins,,,0,,,,,,,1,Medium bodied tea. A slightly malty body with peely notes of citrus and the dainty scent of orchids.,,Light gold,,,08/01/2015 02:55:00,magic-dragon,magic-dragon-2173.html,4,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0010,0,GOUR0010,0,GOUR0023-02,0,2,,,,,,,,88,,,1,0
GOUR0024-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,No,1,"Blue cheese, grilled vegetables, apricots, shortbread, fruit tarts",,,0,,,"Flattened green tea leaves blended with orange blossoms, pear and mangosteen. ",,,,,,,,,Use config,Use config,Mangosteen & Pear (10 gr),,,Sprightly burst of crunchy pears and juicy mangosteens as if freshly plucked from the orchard.,Block after Info Column,Mixed Origins,,5,0,,,,,,,2,Light bodied tea with top notes of flowers and fruity fragrance of sweet mangosteen and fresh juicy pears. Slightly tart with a sweet aftertaste.,2,Light gold,,,08/01/2015 02:58:00,mangosteen-pear,mangosteen-pear.html,1,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0029,,GOUR0029,,,,,,,,,,,,88,,,1,0
GOUR0024-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,,1,"Blue cheese, grilled vegetables, apricots, shortbread, fruit tarts",,,0,,,"Flattened green tea leaves blended with orange blossoms, pear and mangosteen. ",,,,,,,,,Use config,Use config,Mangosteen & Pear (100 gr),,,Sprightly burst of crunchy pears and juicy mangosteens as if freshly plucked from the orchard.,Block after Info Column,Mixed Origins,,18,0,,,,,,,1,Light bodied tea with top notes of flowers and fruity fragrance of sweet mangosteen and fresh juicy pears. Slightly tart with a sweet aftertaste.,2,Light gold,,,10/03/2014 03:53:00,mangosteen-pear,mangosteen-pear-2159.html,1,110,2,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0029,,GOUR0029,,,,,,,,,,,,88,,,1,0
GOUR0024-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,,1,"Blue cheese, grilled vegetables, apricots, shortbread, fruit tarts",,,0,,,"Flattened green tea leaves blended with orange blossoms, pear and mangosteen. ",,,,,,,,,Use config,Use config,Mangosteen & Pear (50 gr),,,Sprightly burst of crunchy pears and juicy mangosteens as if freshly plucked from the orchard.,Block after Info Column,Mixed Origins,,9,0,,,,,,,1,Light bodied tea with top notes of flowers and fruity fragrance of sweet mangosteen and fresh juicy pears. Slightly tart with a sweet aftertaste.,2,Light gold,,,28/01/2014 02:30:00,mangosteen-pear,mangosteen-pear-2160.html,1,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0029,,GOUR0029,,,,,,,,,,,,88,,,1,0
GOUR0024,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,,No,1,"Blue cheese, grilled vegetables, apricots, shortbread, fruit tarts",,,0,,,"Flattened green tea leaves blended with orange blossoms, pear and mangosteen. ",,,,,,,,,,,Mangosteen & Pear Green Tea,,,Sprightly burst of crunchy pears and juicy mangosteens as if freshly plucked from the orchard.,Block after Info Column,Mixed Origins,,,0,,,,,,,1,Light bodied tea with top notes of flowers and fruity fragrance of sweet mangosteen and fresh juicy pears. Slightly tart with a sweet aftertaste.,,Light gold,,,08/01/2015 02:58:00,mangosteen-pear,mangosteen-pear-2161.html,4,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,0,0,1,0,1,0,0,,,GOUR0029,0,GOUR0029,0,GOUR0024-02,0,2,,,,,,,,88,,,1,0
GOUR0025-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,,No,1,"Vanilla desserts, milk chocolate with citrus ganache, parma ham",,,0,,,Green tea blend of orange blossoms and cantaloupe.,,,,,,,,,Use config,Use config,Melona Lisa (10 gr),,,A refreshing mid-day respite of summer-ripened melons with tea. Serve hot or iced.,Block after Info Column,China,,5,0,,,,,,,2,Light bodied tea flavoured with the sweet aroma of flowers and melons.,2,Deep gold,,,08/01/2015 03:01:00,melona-lisa,melona-lisa.html,1,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0026,,GOUR0026,,,,,,,,,,,,88,,,1,0
GOUR0025-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,,,1,"Vanilla desserts, milk chocolate with citrus ganache, parma ham",,,0,,,Green tea blend of orange blossoms and cantaloupe.,,,,,,,,,Use config,Use config,Melona Lisa (100 gr),,,A refreshing mid-day respite of summer-ripened melons with tea. Serve hot or iced.,Block after Info Column,China,,18,0,,,,,,,1,Light bodied tea flavoured with the sweet aroma of flowers and melons.,2,Deep gold,,,25/07/2013 10:21:00,melona-lisa,melona-lisa-2154.html,1,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0026,,GOUR0026,,,,,,,,,,,,88,,,1,0
GOUR0025-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,,,1,"Vanilla desserts, milk chocolate with citrus ganache, parma ham",,,0,,,Green tea blend of orange blossoms and cantaloupe.,,,,,,,,,Use config,Use config,Melona Lisa (50 gr),,,A refreshing mid-day respite of summer-ripened melons with tea. Serve hot or iced.,Block after Info Column,China,,9,0,,,,,,,1,Light bodied tea flavoured with the sweet aroma of flowers and melons.,2,Deep gold,,,28/01/2014 02:30:00,melona-lisa,melona-lisa-2155.html,1,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0026,,GOUR0026,,,,,,,,,,,,88,,,1,0
GOUR0025,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,,No,1,"Vanilla desserts, milk chocolate with citrus ganache, parma ham",,,0,,,Green tea blend of orange blossoms and cantaloupe.,,,,,,,,,,,Melona Lisa Green Tea,,,A refreshing mid-day respite of summer-ripened melons with tea. Serve hot or iced.,Block after Info Column,China,,,0,,,,,,,1,Light bodied tea flavoured with the sweet aroma of flowers and melons.,,Deep gold,,,08/01/2015 03:01:00,melona-lisa,melona-lisa-2156.html,4,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0038,0,GOUR0038,0,GOUR0025-02,0,2,,,,,,,,88,,,1,0
GOUR0026-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,,No,1,"Pumpkin dishes, stir-fried vegetables, mozzarella cheese. ",,,0,,,Green tea with spring flowers and ripened berries.,,,,,,,,,Use config,Use config,Morning Dew (10 gr),,,Fresh as the morning but sweet as dewdrops. Enjoy it at any time of day to rejuvenate the spirit.,Block after Info Column,Mixed Origins,,5,0,,,,,,,2,"Medium bodied tea. Lingering, sweet aroma of white flowers and roses paired with citrus top notes. Slightly tart finish.",2,Light yellow with a tinge of green,,,08/01/2015 03:03:00,morning-dew,morning-dew.html,1,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0025,,GOUR0025,,,,,,,,,,,,88,,,1,0
GOUR0026-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,,,1,"Pumpkin dishes, stir-fried vegetables, mozzarella cheese. ",,,0,,,Green tea with spring flowers and ripened berries.,,,,,,,,,Use config,Use config,Morning Dew (100 gr),,,Fresh as the morning but sweet as dewdrops. Enjoy it at any time of day to rejuvenate the spirit.,Block after Info Column,Mixed Origins,,18,0,,,,,,,1,"Medium bodied tea. Lingering, sweet aroma of white flowers and roses paired with citrus top notes. Slightly tart finish.",2,Light yellow with a tinge of green,,,25/07/2013 10:21:00,morning-dew,morning-dew-2170.html,1,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0025,,GOUR0025,,,,,,,,,,,,88,,,1,0
GOUR0026-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,,,1,"Pumpkin dishes, stir-fried vegetables, mozzarella cheese. ",,,0,,,Green tea with spring flowers and ripened berries.,,,,,,,,,Use config,Use config,Morning Dew (50 gr),,,Fresh as the morning but sweet as dewdrops. Enjoy it at any time of day to rejuvenate the spirit.,Block after Info Column,Mixed Origins,,9,0,,,,,,,1,"Medium bodied tea. Lingering, sweet aroma of white flowers and roses paired with citrus top notes. Slightly tart finish.",2,Light yellow with a tinge of green,,,28/01/2014 02:30:00,morning-dew,morning-dew-2171.html,1,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0025,,GOUR0025,,,,,,,,,,,,88,,,1,0
GOUR0026,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,,No,1,"Pumpkin dishes, stir-fried vegetables, mozzarella cheese. ",,,0,,,Green tea with spring flowers and ripened berries.,,,,,,,,,,,Morning Dew Green Tea,,,Fresh as the morning but sweet as dewdrops. Enjoy it at any time of day to rejuvenate the spirit.,Block after Info Column,Mixed Origins,,,0,,,,,,,1,"Medium bodied tea. Lingering, sweet aroma of white flowers and roses paired with citrus top notes. Slightly tart finish.",,Light yellow with a tinge of green,,,08/01/2015 03:03:00,morning-dew,morning-dew-2172.html,4,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0022,0,GOUR0022,0,GOUR0026-02,0,2,,,,,,,,88,,,1,0
GOUR0027-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,,No,1,"Strawberry shortcake or fresh cr���me dessert. Milk chocolate, panna cotta. ",,,0,,,Bancha paired with cherry blossoms and vanilla.,,,,,,,,,Use config,Use config,Sakura Flower Tea (10 gr),,,An ode to spring in Japan when cherry blossoms begin to bloom.,Block after Info Column,Japan,,5,0,,,,,,,2,"Light bodied tea exuding a milky, floral fragrance. Notes of grass and umami, hints of cherries, with an astringent finish.",2,Pale yellow,,,08/01/2015 03:06:00,sakura-flower-tea,sakura-flower-tea.html,1,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0006,,ART0006,,,,,,,,,,,,88,,,1,0
