sku,store,attribute_set,type,category,root_category,product_websites,brewing,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,ebizmarts_mark_visited,enable_googlecheckout,food_pairing,gallery,gift_message_available,has_options,image,image_label,ingredients,is_imported,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,nice_flowery_sentence,options_container,origins,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tasting_notes,tax_class_id,tea_liquor,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
GOUR0023,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,test description,No,1,"Dark chocolate, mandarin oranges, cheddar cheese, creamy cupcakes",,,0,,,"Green tea with violets, cornflowers and blueberries.",,,,,,,,,,,Magic Dragon Green Tea,,,"A whirling fantasy of flavours uniting in an exquisite brew, delivering unimaginable delight.",Block after Info Column,Mixed Origins,,,0,test description,,,,,,Enabled,Medium bodied tea. A slightly malty body with peely notes of citrus and the dainty scent of orchids.,None,Light gold,,,08/01/2015 02:55:00,magic-dragon,magic-dragon-2173.html,"Catalog, Search",,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0010,0,GOUR0010,0,GOUR0023-02,0,2,,,,,,,,88,,,1,0
GOUR0024-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,test description,No,1,"Blue cheese, grilled vegetables, apricots, shortbread, fruit tarts",,,0,,,"Flattened green tea leaves blended with orange blossoms, pear and mangosteen. ",,,,,,,,,Use config,Use config,Mangosteen & Pear (10 gr),,,Sprightly burst of crunchy pears and juicy mangosteens as if freshly plucked from the orchard.,Block after Info Column,Mixed Origins,,5,0,test description,,,,,,Disabled,Light bodied tea with top notes of flowers and fruity fragrance of sweet mangosteen and fresh juicy pears. Slightly tart with a sweet aftertaste.,Taxable Goods,Light gold,,,08/01/2015 02:58:00,mangosteen-pear,mangosteen-pear.html,Not Visible Individually,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0029,,GOUR0029,,,,,,,,,,,,88,,,1,0
GOUR0024-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,test description,,1,"Blue cheese, grilled vegetables, apricots, shortbread, fruit tarts",,,0,,,"Flattened green tea leaves blended with orange blossoms, pear and mangosteen. ",,,,,,,,,Use config,Use config,Mangosteen & Pear (100 gr),,,Sprightly burst of crunchy pears and juicy mangosteens as if freshly plucked from the orchard.,Block after Info Column,Mixed Origins,,18,0,test description,,,,,,Enabled,Light bodied tea with top notes of flowers and fruity fragrance of sweet mangosteen and fresh juicy pears. Slightly tart with a sweet aftertaste.,Taxable Goods,Light gold,,,10/03/2014 03:53:00,mangosteen-pear,mangosteen-pear-2159.html,Not Visible Individually,110,2,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0029,,GOUR0029,,,,,,,,,,,,88,,,1,0
GOUR0024-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,test description,,1,"Blue cheese, grilled vegetables, apricots, shortbread, fruit tarts",,,0,,,"Flattened green tea leaves blended with orange blossoms, pear and mangosteen. ",,,,,,,,,Use config,Use config,Mangosteen & Pear (50 gr),,,Sprightly burst of crunchy pears and juicy mangosteens as if freshly plucked from the orchard.,Block after Info Column,Mixed Origins,,9,0,test description,,,,,,Enabled,Light bodied tea with top notes of flowers and fruity fragrance of sweet mangosteen and fresh juicy pears. Slightly tart with a sweet aftertaste.,Taxable Goods,Light gold,,,28/01/2014 02:30:00,mangosteen-pear,mangosteen-pear-2160.html,Not Visible Individually,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0029,,GOUR0029,,,,,,,,,,,,88,,,1,0
GOUR0024,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:10:00,,,,,test description,No,1,"Blue cheese, grilled vegetables, apricots, shortbread, fruit tarts",,,0,,,"Flattened green tea leaves blended with orange blossoms, pear and mangosteen. ",,,,,,,,,,,Mangosteen & Pear Green Tea,,,Sprightly burst of crunchy pears and juicy mangosteens as if freshly plucked from the orchard.,Block after Info Column,Mixed Origins,,,0,test description,,,,,,Enabled,Light bodied tea with top notes of flowers and fruity fragrance of sweet mangosteen and fresh juicy pears. Slightly tart with a sweet aftertaste.,None,Light gold,,,08/01/2015 02:58:00,mangosteen-pear,mangosteen-pear-2161.html,"Catalog, Search",,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,0,0,1,0,1,0,0,,,GOUR0029,0,GOUR0029,0,GOUR0024-02,0,2,,,,,,,,88,,,1,0
GOUR0025-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,test description,No,1,"Vanilla desserts, milk chocolate with citrus ganache, parma ham",,,0,,,Green tea blend of orange blossoms and cantaloupe.,,,,,,,,,Use config,Use config,Melona Lisa (10 gr),,,A refreshing mid-day respite of summer-ripened melons with tea. Serve hot or iced.,Block after Info Column,China,,5,0,test description,,,,,,Disabled,Light bodied tea flavoured with the sweet aroma of flowers and melons.,Taxable Goods,Deep gold,,,08/01/2015 03:01:00,melona-lisa,melona-lisa.html,Not Visible Individually,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0026,,GOUR0026,,,,,,,,,,,,88,,,1,0
GOUR0025-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,test description,,1,"Vanilla desserts, milk chocolate with citrus ganache, parma ham",,,0,,,Green tea blend of orange blossoms and cantaloupe.,,,,,,,,,Use config,Use config,Melona Lisa (100 gr),,,A refreshing mid-day respite of summer-ripened melons with tea. Serve hot or iced.,Block after Info Column,China,,18,0,test description,,,,,,Enabled,Light bodied tea flavoured with the sweet aroma of flowers and melons.,Taxable Goods,Deep gold,,,25/07/2013 10:21:00,melona-lisa,melona-lisa-2154.html,Not Visible Individually,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0026,,GOUR0026,,,,,,,,,,,,88,,,1,0
GOUR0025-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,test description,,1,"Vanilla desserts, milk chocolate with citrus ganache, parma ham",,,0,,,Green tea blend of orange blossoms and cantaloupe.,,,,,,,,,Use config,Use config,Melona Lisa (50 gr),,,A refreshing mid-day respite of summer-ripened melons with tea. Serve hot or iced.,Block after Info Column,China,,9,0,test description,,,,,,Enabled,Light bodied tea flavoured with the sweet aroma of flowers and melons.,Taxable Goods,Deep gold,,,28/01/2014 02:30:00,melona-lisa,melona-lisa-2155.html,Not Visible Individually,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0026,,GOUR0026,,,,,,,,,,,,88,,,1,0
GOUR0025,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,test description,No,1,"Vanilla desserts, milk chocolate with citrus ganache, parma ham",,,0,,,Green tea blend of orange blossoms and cantaloupe.,,,,,,,,,,,Melona Lisa Green Tea,,,A refreshing mid-day respite of summer-ripened melons with tea. Serve hot or iced.,Block after Info Column,China,,,0,test description,,,,,,Enabled,Light bodied tea flavoured with the sweet aroma of flowers and melons.,None,Deep gold,,,08/01/2015 03:01:00,melona-lisa,melona-lisa-2156.html,"Catalog, Search",,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0038,0,GOUR0038,0,GOUR0025-02,0,2,,,,,,,,88,,,1,0
GOUR0026-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,test description,No,1,"Pumpkin dishes, stir-fried vegetables, mozzarella cheese. ",,,0,,,Green tea with spring flowers and ripened berries.,,,,,,,,,Use config,Use config,Morning Dew (10 gr),,,Fresh as the morning but sweet as dewdrops. Enjoy it at any time of day to rejuvenate the spirit.,Block after Info Column,Mixed Origins,,5,0,test description,,,,,,Disabled,"Medium bodied tea. Lingering, sweet aroma of white flowers and roses paired with citrus top notes. Slightly tart finish.",Taxable Goods,Light yellow with a tinge of green,,,08/01/2015 03:03:00,morning-dew,morning-dew.html,Not Visible Individually,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0025,,GOUR0025,,,,,,,,,,,,88,,,1,0
GOUR0026-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,test description,,1,"Pumpkin dishes, stir-fried vegetables, mozzarella cheese. ",,,0,,,Green tea with spring flowers and ripened berries.,,,,,,,,,Use config,Use config,Morning Dew (100 gr),,,Fresh as the morning but sweet as dewdrops. Enjoy it at any time of day to rejuvenate the spirit.,Block after Info Column,Mixed Origins,,18,0,test description,,,,,,Enabled,"Medium bodied tea. Lingering, sweet aroma of white flowers and roses paired with citrus top notes. Slightly tart finish.",Taxable Goods,Light yellow with a tinge of green,,,25/07/2013 10:21:00,morning-dew,morning-dew-2170.html,Not Visible Individually,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0025,,GOUR0025,,,,,,,,,,,,88,,,1,0
GOUR0026-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,test description,,1,"Pumpkin dishes, stir-fried vegetables, mozzarella cheese. ",,,0,,,Green tea with spring flowers and ripened berries.,,,,,,,,,Use config,Use config,Morning Dew (50 gr),,,Fresh as the morning but sweet as dewdrops. Enjoy it at any time of day to rejuvenate the spirit.,Block after Info Column,Mixed Origins,,9,0,test description,,,,,,Enabled,"Medium bodied tea. Lingering, sweet aroma of white flowers and roses paired with citrus top notes. Slightly tart finish.",Taxable Goods,Light yellow with a tinge of green,,,28/01/2014 02:30:00,morning-dew,morning-dew-2171.html,Not Visible Individually,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0025,,GOUR0025,,,,,,,,,,,,88,,,1,0
GOUR0026,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,test description,No,1,"Pumpkin dishes, stir-fried vegetables, mozzarella cheese. ",,,0,,,Green tea with spring flowers and ripened berries.,,,,,,,,,,,Morning Dew Green Tea,,,Fresh as the morning but sweet as dewdrops. Enjoy it at any time of day to rejuvenate the spirit.,Block after Info Column,Mixed Origins,,,0,test description,,,,,,Enabled,"Medium bodied tea. Lingering, sweet aroma of white flowers and roses paired with citrus top notes. Slightly tart finish.",None,Light yellow with a tinge of green,,,08/01/2015 03:03:00,morning-dew,morning-dew-2172.html,"Catalog, Search",,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0022,0,GOUR0022,0,GOUR0026-02,0,2,,,,,,,,88,,,1,0
GOUR0027-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,test description,No,1,"Strawberry shortcake or fresh cr���me dessert. Milk chocolate, panna cotta. ",,,0,,,Bancha paired with cherry blossoms and vanilla.,,,,,,,,,Use config,Use config,Sakura Flower Tea (10 gr),,,An ode to spring in Japan when cherry blossoms begin to bloom.,Block after Info Column,Japan,,5,0,test description,,,,,,Disabled,"Light bodied tea exuding a milky, floral fragrance. Notes of grass and umami, hints of cherries, with an astringent finish.",Taxable Goods,Pale yellow,,,08/01/2015 03:06:00,sakura-flower-tea,sakura-flower-tea.html,Not Visible Individually,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0006,,ART0006,,,,,,,,,,,,88,,,1,0
GOUR0027-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,test description,,1,"Strawberry shortcake or fresh cr���me dessert. Milk chocolate, panna cotta. ",,,0,,,Bancha paired with cherry blossoms and vanilla.,,,,,,,,,Use config,Use config,Sakura Flower Tea (100 gr),,,An ode to spring in Japan when cherry blossoms begin to bloom.,Block after Info Column,Japan,,24,0,test description,,,,,,Enabled,"Light bodied tea exuding a milky, floral fragrance. Notes of grass and umami, hints of cherries, with an astringent finish.",Taxable Goods,Pale yellow,,,28/01/2014 04:47:00,sakura-flower-tea,sakura-flower-tea-2162.html,Not Visible Individually,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0006,,ART0006,,,,,,,,,,,,88,,,1,0
GOUR0027-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,test description,,1,"Strawberry shortcake or fresh cr���me dessert. Milk chocolate, panna cotta. ",,,0,,,Bancha paired with cherry blossoms and vanilla.,,,,,,,,,Use config,Use config,Sakura Flower Tea (50 gr),,,An ode to spring in Japan when cherry blossoms begin to bloom.,Block after Info Column,Japan,,12,0,test description,,,,,,Enabled,"Light bodied tea exuding a milky, floral fragrance. Notes of grass and umami, hints of cherries, with an astringent finish.",Taxable Goods,Pale yellow,,,28/01/2014 02:30:00,sakura-flower-tea,sakura-flower-tea-2163.html,Not Visible Individually,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,0,1,0,0,,,ART0006,,ART0006,,,,,,,,,,,,88,,,1,0
GOUR0027,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,test description,No,1,"Strawberry shortcake or fresh cr���me dessert. Milk chocolate, panna cotta. ",,,0,,,Bancha paired with cherry blossoms and vanilla.,,,,,,,,,,,Sakura Flower Green Tea,,,An ode to spring in Japan when cherry blossoms begin to bloom.,Block after Info Column,Japan,,,0,test description,,,,,,Enabled,"Light bodied tea exuding a milky, floral fragrance. Notes of grass and umami, hints of cherries, with an astringent finish.",None,Pale yellow,,,08/01/2015 03:05:00,sakura-flower-tea,sakura-flower-tea-2164.html,"Catalog, Search",,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0006,0,ART0006,0,GOUR0027-02,0,2,,,,,,,,88,,,1,0
GOUR0028-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,test description,No,1,"Anchovies, salmon, sushi, caramel desserts",,,0,,,Freshly roasted green tea twigs blended with aromatic yuzu peels.,,,,,,,,,Use config,Use config,Yuzu Kukicha (10 gr),,,"A taste unlike other Japanese teas. Derived from the stems, stalks and twigs from the tea plant, flavoured with yuzu. ",Block after Info Column,Japan,,5,0,test description,,,,,,Disabled,Light bodied tea. Citrusy and savoury notes with a slightly astringent finish.,Taxable Goods,Pale green,,,08/01/2015 03:08:00,yuzu-kukicha,yuzu-kukicha.html,Not Visible Individually,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0012,,ART0012,,,,,,,,,,,,88,,,1,0
GOUR0028-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,test description,,1,"Anchovies, salmon, sushi, caramel desserts",,,0,,,Freshly roasted green tea twigs blended with aromatic yuzu peels.,,,,,,,,,Use config,Use config,Yuzu Kukicha (100 gr),,,"A taste unlike other Japanese teas. Derived from the stems, stalks and twigs from the tea plant, flavoured with yuzu. ",Block after Info Column,Japan,,28,0,test description,,,,,,Enabled,Light bodied tea. Citrusy and savoury notes with a slightly astringent finish.,Taxable Goods,Pale green,,,28/01/2014 05:02:00,yuzu-kukicha,yuzu-kukicha-2162.html,Not Visible Individually,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0012,,ART0012,,,,,,,,,,,,88,,,1,0
GOUR0028-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,test description,,1,"Anchovies, salmon, sushi, caramel desserts",,,0,,,Freshly roasted green tea twigs blended with aromatic yuzu peels.,,,,,,,,,Use config,Use config,Yuzu Kukicha (50 gr),,,"A taste unlike other Japanese teas. Derived from the stems, stalks and twigs from the tea plant, flavoured with yuzu. ",Block after Info Column,Japan,,14,0,test description,,,,,,Enabled,Light bodied tea. Citrusy and savoury notes with a slightly astringent finish.,Taxable Goods,Pale green,,,28/01/2014 02:30:00,yuzu-kukicha,yuzu-kukicha-2163.html,Not Visible Individually,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,0,1,0,0,,,ART0012,,ART0012,,,,,,,,,,,,88,,,1,0
GOUR0028,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,test description,No,1,"Anchovies, salmon, sushi, caramel desserts",,,0,,,Freshly roasted green tea twigs blended with aromatic yuzu peels.,,,,,,,,,,,Yuzu Kukicha Green Tea,,,"A taste unlike other Japanese teas. Derived from the stems, stalks and twigs from the tea plant, flavoured with yuzu. ",Block after Info Column,Japan,,,0,test description,,,,,,Enabled,Light bodied tea. Citrusy and savoury notes with a slightly astringent finish.,None,Pale green,,,08/01/2015 03:08:00,yuzu-kukicha,yuzu-kukicha-2164.html,"Catalog, Search",,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0016,0,GOUR0016,0,GOUR0028-02,0,2,,,,,,,,88,,,1,0
GOUR0029-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,test description,No,1,"Cr���me brulee, cheesecake, vanilla, white chocolate dessert. ",,,0,,,"Shizouka green tea with yuzu, white orchid and nashi pear. ",,,,,,,,,Use config,Use config,Yuzu Pear Blossom (10 gr),,,Distinct fragrance of summer fruits make this tea light and refreshing. Rich in Vitamin C.,Block after Info Column,Japan,,5,0,test description,,,,,,Disabled,Light bodied tea. Citrusy and savoury notes with a slightly astringent finish.,Taxable Goods,Yellow with a tinge of green,,,08/01/2015 03:11:00,yuzu-pear-blossom,yuzu-pear-blossom.html,Not Visible Individually,20,98,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0012,,ART0012,,,,,,,,,,,,88,,,1,0
GOUR0029-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,test description,,1,"Cr���me brulee, cheesecake, vanilla, white chocolate dessert. ",,,0,,,"Shizouka green tea with yuzu, white orchid and nashi pear. ",,,,,,,,,Use config,Use config,Yuzu Pear Blossom (100 gr),,,Distinct fragrance of summer fruits make this tea light and refreshing. Rich in Vitamin C.,Block after Info Column,Japan,,18,0,test description,,,,,,Enabled,Light bodied tea. Citrusy and savoury notes with a slightly astringent finish.,Taxable Goods,Yellow with a tinge of green,,,28/01/2014 05:03:00,yuzu-pear-blossom,yuzu-pear-blossom-2161.html,Not Visible Individually,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,0,1,0,0,,,ART0012,,ART0012,,,,,,,,,,,,88,,,1,0
GOUR0029-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,test description,,1,"Cr���me brulee, cheesecake, vanilla, white chocolate dessert. ",,,0,,,"Shizouka green tea with yuzu, white orchid and nashi pear. ",,,,,,,,,Use config,Use config,Yuzu Pear Blossom (50 gr),,,Distinct fragrance of summer fruits make this tea light and refreshing. Rich in Vitamin C.,Block after Info Column,Japan,,9,0,test description,,,,,,Enabled,Light bodied tea. Citrusy and savoury notes with a slightly astringent finish.,Taxable Goods,Yellow with a tinge of green,,,28/01/2014 02:30:00,yuzu-pear-blossom,yuzu-pear-blossom-2162.html,Not Visible Individually,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,0,1,0,0,,,ART0012,,ART0012,,,,,,,,,,,,88,,,1,0
GOUR0029,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,22/09/2012 12:11:00,,,,,test description,No,1,"Cr���me brulee, cheesecake, vanilla, white chocolate dessert. ",,,0,,,"Shizouka green tea with yuzu, white orchid and nashi pear. ",,,,,,,,,,,Yuzu Pear Blossom Green Tea,,,Distinct fragrance of summer fruits make this tea light and refreshing. Rich in Vitamin C.,Block after Info Column,Japan,,,0,test description,,,,,,Enabled,Light bodied tea. Citrusy and savoury notes with a slightly astringent finish.,None,Yellow with a tinge of green,,,08/01/2015 03:11:00,yuzu-pear-blossom,yuzu-pear-blossom-2163.html,"Catalog, Search",,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0016,0,GOUR0016,0,GOUR0029-02,0,2,,,,,,,,88,,,1,0
GOUR0030,,Default,simple,Online Store/Tea/Collections,Default Root,base,1 bud for 250 ml of water at 70-80�C. Steep for 5 mins.,,,,22/09/2012 12:11:00,,,,,test description,No,1,"Steamed seafood, Brie and Camembert cheese, poached fruit in wine.",,,0,,,Hand-tied green tea with jasmine.,,,,This flowering tea is made of hand-tied green tea with jasmine that blooms when placed in a pot of hot water,,Beauty of the East Flowering Tea | Blooming Tea,,,Use config,Use config,Beauty of the East (Flowering Tea),,,Witness the mesmerising dance of leaves and flowers blossoming in your tea cup. A breathtaking sight accompanying great taste.,Block after Info Column,China,,2,0,test description,,,,,,Enabled,Sweet notes of jasmine.,Taxable Goods,Gold,,,14/01/2015 07:00:00,beauty-of-the-east-flowering-tea,beauty-of-the-east-flowering-tea.html,"Catalog, Search",20,97,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,0,1,0,0,0,0,,,GOUR0031,0,GOUR0031,0,,,,all,all,5,1.9,,,,88,,,1,1
GOUR0031,,Default,simple,Online Store/Tea/Collections,Default Root,base,1 bud for 250 ml of water at 70-80�C. Steep for 5 mins.,,,,22/09/2012 12:11:00,,,,,test description,No,1,"Steamed seafood, Brie and Camembert cheese, poached fruit in wine.",,,0,,,Hand-tied green tea with peony.,,,,This flowering tea is made of hand-tied green tea with peony that blooms when placed in a pot of hot water,,Golden Nugget Flowering Tea | Blooming Tea,,,Use config,Use config,Golden Nugget (Flowering Tea),,,Witness the mesmerising dance of leaves and flowers blossoming in your tea cup. A breathtaking sight accompanying great taste.,Block after Info Column,China,,2,0,test description,,,,,,Enabled,Sweet notes of jasmine with a hint of white flower.,Taxable Goods,Copper,,,22/01/2015 09:27:00,golden-nugget-flowering-tea,golden-nugget-flowering-tea.html,"Catalog, Search",20,99,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,0,1,0,1,0,0,,,GOUR0030,0,GOUR0030,0,,,,all,all,5,1.9,,,,88,,,1,1
GOUR0032,,Default,simple,Online Store/Tea/Collections,Default Root,base,1 bud for 250 ml of water at 70-80�C. Steep for 5 mins.,,,,22/09/2012 12:11:00,,,,,test description,No,1,"Steamed seafood, Brie and Camembert cheese, poached fruit in wine.",,,0,,,"Hand-tied green tea with peony and osmanthus.
<p><span style=""text-decoration: underline; font-size: medium;""><a href=""http://gryphontea.com/online-store/tea/collections/flower-art.html"" target=""_blank"">Click here for more Flowering Teas</a></span></p>",,,,This flowering tea is made of hand-tied green tea with peony and osmanthus that blooms when placed in a pot of hot water,,Peony Osmanthus Flowering Tea | Blooming Tea,,,Use config,Use config,Peony Osmanthus (Flowering Tea),,,Witness the mesmerising dance of leaves and flowers blossoming in your tea cup. A breathtaking sight accompanying great taste.,Block after Info Column,China,,2,0,test description,,,,,,Enabled,Sweet notes of jasmine with a hint of juicy osmanthus flowers.,Taxable Goods,Light copper,,,22/01/2015 09:22:00,peony-osmanthus-flowering-tea,peony-osmanthus-flowering-tea.html,"Catalog, Search",20,99,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,0,1,0,1,0,0,,,GOUR0030,0,GOUR0030,0,,,,all,all,5,1.9,,,,88,,,1,1
GOUR0033,,Default,simple,Online Store/Tea/Collections,Default Root,base,1 bud for 250 ml of water at 70-80�C. Steep for 5 mins.,,,,22/09/2012 12:11:00,,,,,test description,No,1,"Steamed seafood, Brie and Camembert cheese, poached fruit in wine.",,,0,,,Hand-tied green tea with jasmine and amaranth.,,,,,,,,,Use config,Use config,Qiu Shui Yi Ren (Flowering Tea),,,Witness the mesmerising dance of leaves and flowers blossoming in your tea cup. A breathtaking sight accompanying great taste.,Block after Info Column,China,,2,0,test description,,,,,,Disabled,Sweet notes of jasmine.,Taxable Goods,Light copper,,,14/01/2015 04:20:00,qiu-shui-ren-yi-flowering-tea,qiu-shui-ren-yi-flowering-tea.html,"Catalog, Search",20,99,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,1,0,1,0,0,,,GOUR0030,0,GOUR0030,0,,,,,,,,,,,88,,,1,0
